what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380457998204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458205087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458217047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458877503
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380458877719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380458878567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459300874
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380459412116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459428595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459575128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380459827801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460619258
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1380460622874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460707971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460922856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460962524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460963154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460963775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380460965784
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380460967082
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380460976020
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380460982932
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1380461032737
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380461033304
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380461033403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380461225336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461228799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461228982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1380461235444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380461237775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380461238785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380461240360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380461282613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461290018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461329983
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1380461334853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461336531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461337355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461338771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461345939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461352126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461353579
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380461353606
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380461368025
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380461368284
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380461369583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380461379854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1380461389959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380461410999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380461428760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461429120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461429846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461430054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461488761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461489163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461489760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461491100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461504540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461512162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461513431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461513508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461544901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461552769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461553823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461555842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461581602
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1380461586309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461590885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461610426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380461612281
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1380461613766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380461617661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1380461628752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461629334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461629916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461630934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461710068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461715376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461728593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461732207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461769965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461770252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461772644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461772697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461772823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461775631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461777165
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380461791903
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1380461802788
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1380461802789
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1380461802790
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1380461802791
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1380461802792
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1380461802793
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1380461802794
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1380461802795
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1380461802796
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1380461803100
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1380461803143
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1380461803199
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1380461803288
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1380461803425
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1380461803477
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1380461803478
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1380461803534
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1380461803582
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1380461803648
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1380461803750
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1380461803751
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1380461803918
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1380461804079
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1380461804306
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1380461902040
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1380461902041
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1380461902042
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1380461902042
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1380461902043
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1380461902043
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1380461902044
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1380461902044
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1380461902044
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1380461902045
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1380461902045
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1380461902046
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1380461902046
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1380461902047
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1380461902047
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1380461902048
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1380461902048
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1380461902049
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1380461902049
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1380461902049
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1380461902050
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1380461902050
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1380461902050
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1380461902051
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1380461902052
